Stock_Length,Stock_Width,Panels,Items,Columns
1200,2560,265,"[66, 67]","(1, 1)"
1200,2560,150,"[62, 70]","(1, 1)"
1200,2560,75,"[56, 69]","(1, 1)"
1200,2560,155,"[54, 71]","(1, 1)"
1200,2560,12,[50],"(3,)"
1200,2560,6,[49],"(3,)"
1200,2560,23,"[48, 55]","(2, 1)"
1200,2560,60,"[46, 63]","(2, 1)"
1200,2560,20,"[45, 60]","(1, 2)"
1200,2560,20,"[43, 61]","(1, 2)"
1200,2560,52,"[42, 53]","(1, 2)"
1200,2560,55,[41],"(4,)"
1200,2560,44,[40],"(4,)"
1200,2560,20,"[39, 73]","(1, 1)"
1200,2560,60,"[38, 59]","(1, 2)"
1200,2560,8,[37],"(4,)"
1200,2560,1,[36],"(4,)"
1200,2560,70,[35],"(5,)"
1200,2560,10,[34],"(5,)"
1200,2560,59,[33],"(6,)"
1200,2560,98,"[32, 65]","(1, 2)"
1200,2560,10,"[31, 47]","(2, 2)"
1200,2560,109,"[30, 64]","(4, 1)"
1200,2560,42,[29],"(7,)"
1200,2560,438,"[28, 74]","(2, 1)"
1200,2560,40,"[27, 75]","(2, 1)"
1200,2560,27,[26],"(10,)"
1200,2560,35,"[25, 68]","(4, 1)"
1200,2560,10,"[23, 57]","(3, 2)"
1200,2560,45,[21],"(12,)"
1200,2560,40,"[18, 76]","(2, 1)"
1200,2560,10,"[17, 58]","(3, 2)"
1200,2560,40,"[16, 79]","(1, 1)"
1200,2560,10,"[15, 72]","(5, 1)"
1200,2560,20,"[14, 77]","(2, 1)"
1200,2560,3,"[12, 13]","(7, 10)"
1200,2560,3,"[11, 20]","(7, 7)"
1200,2560,5,"[10, 44]","(3, 3)"
1200,2560,1,"[9, 19]","(8, 6)"
1200,2560,1,"[7, 24]","(8, 6)"
1200,2560,120,"[6, 80]","(1, 1)"
1200,2560,20,"[5, 78]","(3, 1)"
1200,2560,8,"[4, 51]","(7, 2)"
1200,2560,2,"[3, 8]","(14, 8)"
1200,2560,7,"[2, 52]","(7, 2)"
1200,2560,2,"[1, 22]","(15, 4)"
